Tên sản phẩm,Giá trước khi giảm,Giá sau khi giảm,Image_url
Màn hình LCDDell UP3017 (2560 x 1600/IPS/6 ms,None,24.790.000đ,https://lh3.googleusercontent.com/yAu8AMDgGstdtyZWJrq3KaasahHvZI98ty6RR2yP-IvueL3Ox-a8ZHjuZ10zjVDYmhnIKD96xaqb2IzZVNU=w500-rw
Màn hình LCDACER ED242QR (1920 x 1080/VA/75Hz/4 ms,3.690.000đ,3.390.000đ,https://lh3.googleusercontent.com/J9z4m4jXb0znZd0Nk8W4IGsMhrqvBUOYMY-YbTph03V08Z4PTtnblPdeF92iRxhJHj7X8Q1ubQrhiXAiO58=w500-rw
Màn hình LCDSAMSUNG LS22R350FHEXXV (1920 x 1080/IPS/75Hz/5 ms/FreeSync),2.690.000đ,2.590.000đ,https://lh3.googleusercontent.com/q2sJ_kqTp9Zj1EablDgI5JqAXQf7VEdqNv2B3mjXEl1hWXO_oOaph6P9zNyr8FMcstCiGvkoD-1lut7oZ4A=w500-rw
Màn hình LCDSAMSUNG LS27R350FHEXXV (1920 x 1080/IPS/75Hz/5 ms/FreeSync),None,LIÊN HỆ,https://lh3.googleusercontent.com/K4nI_2b5jGH0EcH9K2icLOYmIRD2KxacOHm-jy9gzl_onSE7mWNh2UdmiIQ_0H_bMFQrQtZwvrqkAZ6YzbY=w500-rw
Màn hình LCDAOC 24V2Q (1920 x 1080/IPS/75Hz/5 ms/FreeSync),None,3.090.000đ,https://lh3.googleusercontent.com/gWV3AqVX3HlGU3keBb9zsHyqvu_O5ANjj2sOSgD8xlvvdxr37sCF8u08I5ZxsmB1wpz_i9fhuCSOsfAZ0w=w500-rw
Màn hình LCDMSI Optix G27C4 (1920 x 1080/VA/165Hz/1 ms/FreeSync),5.990.000đ,5.590.000đ,https://lh3.googleusercontent.com/7rNEDXiEw1hZ879YRJSIA5bNgFpQ8qQYh_RWYHP5UDTB1xHcu5n6gm__tYAnkEyBT_Yj0vbcky46A0e5e-g=w500-rw
Màn hình LCDASUS VL249HE (1920 x 1080/IPS/75Hz/5 ms,3.850.000đ,3.490.000đ,https://lh3.googleusercontent.com/IXuihbh-jxbUbVClkttJkRy_TlGQqq1Lgi6V6T7lMYOhok0yvnITEYOsKfXxhDogSXBkBEwXRefTwXXIL4I=w500-rw
Màn hình LCDASUS VL279HE (1920 x 1080/IPS/75Hz/5 ms,None,5.350.000đ,https://lh3.googleusercontent.com/SueE-Uoe2enhnFrVX5vfQiy-RrH4OyxY5HkZRDK7hIVd86iykVAWjlc7XL7UXn2rCxac1Jpc3lwPR9sVw8A=w500-rw
Màn hình LCDLG 22MN430M-B.ATV (1920 x 1080/IPS/75Hz/5 ms/FreeSync),2.590.000đ,2.390.000đ,https://lh3.googleusercontent.com/SIElQewBQbR3UUPNijhDPhEGZM0SymEIx1fucwo9xZqAEhPZ1iKXDEr6RuhaSPSQHV1tD5OpZC7ZKApqpJk=w500-rw
Màn hình LCDSAMSUNG LC32JG50FQEXXV (1920 x 1080/VA/144Hz/4 ms/FreeSync),None,8.189.000đ,https://lh3.googleusercontent.com/KqGwBTezNQSLFlK1vPxy9lsKyq0rNJzN2-fzhV8BlOUf7zFT0H9kWTit9QZf1WUNBzZSj7wl40B30AA061k_=w500-rw
Màn hình LCDLenovo D19-10 (1366 x 768/TN/60Hz/5 ms,1.590.000đ,1.550.000đ,https://lh3.googleusercontent.com/iQoBz19hgoD6lB7HZxdsN5WGdLDd3woAnoHZrMMMChHQ3SyBZZP-tf-f3g7cTxgjtxB9IfxdfW5JF_YiTpk=w500-rw
Màn hình LCDLenovo L22e-20 (1920 x 1080/VA/60Hz/FreeSync),None,2.290.000đ,https://lh3.googleusercontent.com/lXoiJ34Zrt7TPCWKZzbNJR3BHwGHLAfivKI83QOY_Auccqlrpo8iKCANgsQDT5zoeK0oYmjzuMLNAb7qCFQ=w500-rw
Màn hình LCDLenovo L24i-10 (1920 x 1080/IPS/60Hz/4 ms,None,3.390.000đ,https://lh3.googleusercontent.com/rxrVNnzIn-QX4CV13tuPkZn1atgt5My42BKn46WHaCCtpbveZzJFd5OoZ3BzxVejqPkxioZ3TFB8BcY_qXA=w500-rw
Màn hình LCDLenovo G25-10 (1920 x 1080/TN/144Hz/1 ms/FreeSync),None,4.990.000đ,https://lh3.googleusercontent.com/1Frrmtx4SbQKyWQ_1WHQeH2FNSN_DHDSBXK8Zj908sbGMuGKq0gA8AMtcpNjeg3kuPoHOpknqEME5dR0T7k=w500-rw
Màn hình LCDLG 29WN600-W.ATV (2560 x 1080/IPS/75Hz/5 ms/FreeSync),None,6.590.000đ,https://lh3.googleusercontent.com/1zvAc0S7mF0ZjxJUys9rae6JJn9Eodq03iZzU5ATcLBpUtCtYM9bB67TuO7ZtqIZMU05xjqNuWjtK9bOwiZd=w500-rw
Màn hình LCDHP 5QG35AA (1920 x 1080/IPS/5 ms,3.100.000đ,2.899.000đ,https://lh3.googleusercontent.com/Wsc1KsgAvC0kQMQeivSsiWqYbNIaz4Zqe8lksWrq2tLHBoObHMdy85tonrocnp5E2MQ_AXk_NHKn5MI2Uybj=w500-rw
Màn hình LCDDell U2720Q (3840 x 2160/IPS/60Hz/8 ms,None,13.990.000đ,https://lh3.googleusercontent.com/hzH4kjJabYPNg2A1cNF8TycIaww_CcRbrt264LxdEI-azWmBhn0g9DB9IfPH2j0f7SKWoqDJZdAOHxjK6FV_=w500-rw
Màn hình LCDDell E2020H (1600 x 900/TN/60Hz/5 ms,2.290.000đ,2.179.000đ,https://lh3.googleusercontent.com/pO6eIncldEECMGMDmLQ3Z7k0UcmoIBMQUHJtjAoL9vl_5Yc_Donu02xCR3_03fJ2LHi7YUJ52djPqt2xkQ=w500-rw
Màn hình LCDPHILIPS 223V5LHSB2 (1920 x 1080/TN/60Hz/5 ms,2.190.000đ,1.990.000đ,https://lh3.googleusercontent.com/WYvNtBZxDrwtDi5caEFh6tLfB2M1jZdgiaOGE5qvVjYzXqmACi-6M5ibvdxZ8vUItDnw87X0IB7vgpKS5A=w500-rw
Màn hình LCDDell U2520D (2560 x 1440/IPS/60Hz/8 ms,None,8.490.000đ,https://lh3.googleusercontent.com/CnROcXroz9j3qBeIrlXUOdbKDUOyGPdrHKwg3GV9N0-kVcjoy6NRuKRJi6TFZvQ8fwY3o--i15d60NDEq8o=w500-rw
Màn hình LCDACER EK241Y (1920 x 1080/75Hz/4 ms,None,3.290.000đ,https://lh3.googleusercontent.com/chtJqKq3IBq2YKe0UJzk8fix8nfz9wMtdHjCQsK87sXV9tep3BMTkc9cYk-VVzrDcuYLmkMiN4J73SurNQ=w500-rw
Màn hình LCDACER VG252QX (1920 x 1080/IPS/240Hz/0.5 ms/G-Sync),9.000.000đ,8.080.000đ,https://lh3.googleusercontent.com/XfGX1liuPf1lpjdmnP_w3HMLlNXZ_kCJSrOmirznxAt_Vch9TteUo9afy10KwFtKWcftUGNRvkZy2xJSQg=w500-rw
Màn hình LCDACER XB253Q GX (1920 x 1080/IPS/240Hz/0.5 ms/G-Sync),11.500.000đ,10.320.000đ,https://lh3.googleusercontent.com/3gV8mRO_zg3K5jPcwI_X0mZrDZIZm_DK64j8Ntl_0MIJASi_ZKVDbchI0hv8ye_xVGd1jal-Rw-67ueUxfE=w500-rw
Màn hình LCDDell 42MSE2719HR (1920 x 1080/IPS/75Hz/4 ms/FreeSync),None,4.350.000đ,https://lh3.googleusercontent.com/dDFe4MPGNZta3CsitZhVmRuX71H65pVq93JoAmzo2hNEMOF3-ae4ZWqZbf5HmiXBqxG-rUM1dYGaUNcABIo=w500-rw
Màn hình LCDVIEWSONIC VA2223-A (1920 x 1080/60Hz/5 ms,None,2.010.000đ,https://lh3.googleusercontent.com/fJR-KES_TPQ3utx7Z_X9OLo3sBsm_vVmgSLkvAdNef85a6Cv6ztIuWXAZMnhox8UgT8bMIv_-GWL35tprBXJ=w500-rw
Màn hình LCDVIEWSONIC VA2405-H (1920 x 1080/75Hz/4 ms,None,2.590.000đ,https://lh3.googleusercontent.com/PWqfa9s8G9_8nKH8fFCTYpoZk2GiHpjWlWFTkKzJQtR0RFk9WJ4T_DqsK-7_CR7GLx7g2nCE5mQZ8mgxiQ=w500-rw
Màn hình LCDVIEWSONIC VX2476-SH (1920 x 1080/IPS/75Hz/4 ms,3.390.000đ,3.299.000đ,https://lh3.googleusercontent.com/E6saOyhWZxT6MKjHQJli9yAoQ7FkepnLKhphbC-vfdT28TkTEAmY3r8N3jGSlMR8v6dtuZgbvQs_0Ji0QT-E=w500-rw
Màn hình LCDVIEWSONIC XG2405 (1920 x 1080/IPS/144Hz/1 ms/FreeSync),None,5.990.000đ,https://lh3.googleusercontent.com/3GQ0E9CNG8TtfKJmAkm1vmov-lcHcJqbEJfcRiH1BORLHGkEURMueBxvX_S81zrXcrcadYn3NVwQph9Ov88=w500-rw
Màn hình LCDVIEWSONIC VX2776-SH (1920 x 1080/IPS/75Hz/4 ms,None,4.490.000đ,https://lh3.googleusercontent.com/uARQIT8E4SSls7WLYpLMWRd0igEP_KeZbn2s28H0VnVOIrTzdKibwXaoifTkZVBZd-Ndk35ImUIXHvXoqLPp=w500-rw
Màn hình LCDPHILIPS 241V8 (1920 x 1080/IPS/75Hz/4 ms,2.690.000đ,2.490.000đ,https://lh3.googleusercontent.com/GZ3igXol6qP3Z42Wlaab-z1BH-mkD-yhCDp5B1M3xHzLPERrFzh9Y0VtSwc3cPSzRyOLlXIo44Wwc9WWH1E=w500-rw
Màn hình LCDSAMSUNG LC32R500FHEXXV (1920 x 1080/VA/75Hz/4 ms/FreeSync),None,5.689.000đ,https://lh3.googleusercontent.com/Bm3aKmSs3ioXaku6UqkWelWWs8VzOUJnPJGCcbCO3DiC4qAAB3JbDscze5h_fEsQ0muC5V8a9aYM8gfOmRoe=w500-rw
Màn hình LCDHKC HA238 (1920 x 1080/IPS/75Hz/5 ms,None,2.999.000đ,https://lh3.googleusercontent.com/W26jlUbz8wMqObtk6ZM46kL_7VJc4u7RcD5lFMsd_-Kye_6Yk60EVPD7IHwlbPLDkB7oaba58OB4rK5tMdE=w500-rw
Màn hình LCDHKC HA270 (1920 x 1080/IPS/75Hz/12 ms,None,3.999.000đ,https://lh3.googleusercontent.com/YA7vWiiKQ-udO46bittlUt_tYymCooYLRa7ySYvuUHMpc9UcoE2m8TfVW310_PKiEkfAMVuFIEr_tUhfEt4=w500-rw
Màn hình LCDHKC M27G3F (1920 x 1080/VA/144Hz/4 ms,None,5.399.000đ,https://lh3.googleusercontent.com/Jq2axuyOFoFlapKhVq76JgMFMWTdIjvjYr43tq2Ho9aOdTsATpjqfiV282wseXzZufX5c-S2AEFj8tE3PJs=w500-rw
Màn hình LCDBJX V24M9 (1920 x 1080/PLS/75Hz/5 ms/FreeSync),None,2.699.000đ,https://lh3.googleusercontent.com/dJT8-zaaCx4WY7IvYAwQ38w3E5hGZ7iD-e1GWYIzBbQGuRjMWAecX4kX2660vb4jPHGWRmkl_M5-o9y1BA=w500-rw
Màn hình LCDBJX G30P5 (2560 x 1080/VA/200Hz/FreeSync),None,8.990.000đ,https://lh3.googleusercontent.com/MbXNwtWfnzbtgnaIYo9YEFD58F51B9F7S1WSo2JXa53tocSrQN3ED8zoEWWa_ijMlr6bLnb4HNNw0YLfhQ=w500-rw
Màn hình LCDGIGABYTE G27FC-EK (1920 x 1080/VA/165Hz/1 ms/FreeSync - G-Sync compatible),None,6.390.000đ,https://lh3.googleusercontent.com/Gr-NN_eHECDkJE0B7Px7OCs4D8dJhzI-lkPHCEuAYRP-OEBW4nDF5RdTgVvUuY9pScr1MXMo_ODwaHROiQ=w500-rw
Màn hình LCDGIGABYTE G27QC-EK (2560 x 1440/VA/165Hz/1 ms,None,9.390.000đ,https://lh3.googleusercontent.com/vkJdVWy9Fef2WViqBkxe6YvU_QhRou2lDaM82tboc4XbgBQO1_qxSthIiCMGnosEnpO-aHI0aCQqN9Wep5WJ=w500-rw
Màn hình LCDGIGABYTE G32QC-EK (2560 x 1440/VA/165Hz/1 ms,None,9.890.000đ,https://lh3.googleusercontent.com/IVY0IrFSXnL9kz4sprTo2wPWDeTWY7oXWGczq6FYUshSHTEhCXbkcmSaR7PoVLXib3MLFCycb8mUXLOP7Vk=w500-rw
Màn hình LCDSAMSUNG LC32G75TQSEXXV (2560 x 1440/VA/240Hz/1 ms,None,26.789.000đ,https://lh3.googleusercontent.com/TJOd9RAtxxsknvJS5YExyCi935HiaDHOlvdYXsrB_V2ern2G3upD_gBLdM7xIGIduorw3iHMZofTjYUgF3kTPHwmOT8avwm3Ng=w500-rw
Màn hình LCDSAMSUNG LS24R350 (1920 x 1080/IPS/75Hz/5 ms/FreeSync),3.288.000đ,3.088.000đ,https://lh3.googleusercontent.com/bVdF5m4zmOW9o85c7epHy93xpfstGp4fxbCGNIAJ8heIQH-_dXFDbY9t54N48yyIDKSlwOMqhXDLQxL9yA=w500-rw
Màn Hình LG 23.8" 24MK430H-B (1920x1080/IPS/75Hz/5ms/FreeSync),3.450.000đ,2.590.000đ,https://lh3.googleusercontent.com/nP7udeDskVP4tNfj5EAIlP8b-J8xnj6_AkQFX4sfVr9LC1Ng81LjGRuclOLKqboyoaLnegGr3uDxt2Lw_wI=w500-rw
Màn Hình Dell 21.5" E2219HN (1920x1080/IPS/60Hz/14ms),None,2.590.000đ,https://lh3.googleusercontent.com/dnbPulcbc0BGjN88IGY-G6N5S0KTywitWgVPtir6zqaWhiLSyF7whndovZow4-ZFbt1JAZNl73wPk46zLQ=w500-rw
Màn Hình Dell 19.5" E2016HV (1600x900/5ms),None,2.240.000đ,https://lh3.googleusercontent.com/ABE0doUKC3tX_W-3iYMgyAA46wXL-YH0QRyzpYWQm23bAOCe4T8yZFXUQvGHHuHIYsXewsIEoMO2CINhB6Y=w500-rw
Màn Hình Dell 27" P2719H (1920x1080/IPS/60Hz/5ms),5.750.000đ,4.999.000đ,https://lh3.googleusercontent.com/oJ7Fu01kU06EqJO9xq2X_CAZkyvgKuRUZUcyv8wXx6uLEd_AeP9fw6VoMyGsXHW7v3Oo6_Ohiu6YdF8pJQ=w500-rw
Màn Hình Dell Ultrasharp 24" U2419H (1920x1080/IPS/60Hz/8ms),5.690.000đ,5.189.000đ,https://lh3.googleusercontent.com/h01DMBO4OTG-Uxi9kUCana8ZCIQjgAvHMxcK0ghTKTsmghwY4ZRaaSSKp2_lExi3c-ovLHA7F1SMkGfR180=w500-rw
Màn Hình LG 24" 24MP59G-P (1920x1080/IPS/75Hz/5ms/FreeSync),None,3.900.000đ,https://lh3.googleusercontent.com/1HO4B5SpaF5W6YXOolxp5Cs8uXYbwv_ThSC-5JXeKf9EpswCRl03kQLxzqEuepNgjHS-Y-lpLDX97-aM9W0=w500-rw
Màn Hình LG 24" 24MK600 (1920x1080/IPS/5ms/FreeSync),3.900.000đ,3.490.000đ,https://lh3.googleusercontent.com/CBDTkJKuIRSXe0wFFu7qTWE0RnNJ5hYOdTPjHTyDtJd46Rt3FnszjTEkxMxUbkbmQ3B68_kvl6hTw5Dv9KE=w500-rw
Màn Hình cong Samsung 23.5" LC24F390FHEXXV (1920x1080/VA/4ms/FreeSync),3.190.000đ,2.990.000đ,https://lh3.googleusercontent.com/FzgcerrsnG2z8haRB9OX4NDQkolreoWqU8caJ7sw-DZsyUgY1W68uOpsX4O_2oqt9X7MbsyLIUS31qy9KHc=w500-rw
Màn Hình HP 18.5" 19ka T3U82AA (1366x768/60Hz/7ms),1.720.000đ,1.560.000đ,https://lh3.googleusercontent.com/hg695tf5DpXb2oYRlxGLh89hc8bYLQEFP6WZphEysc8EjNWcGLtUniuTFe4ITdPjPxPy6yt1GDW6B30xCr8=w500-rw
Màn Hình LG 27" 27MP59G-P (1920x1080/IPS/75Hz/5ms/FreeSync),4.490.000đ,3.990.000đ,https://lh3.googleusercontent.com/VqH0A1o-ESpFUxOGeVc-0B09aWSNrj_NeatFasP1dv_feKBwZQo8JCFQO7HgCOvy5-hXKOPsKkBT6ieckq8=w500-rw
Màn Hình Acer Nitro 23.8" VG240Y (1920x1080/IPS/75Hz/1ms/FreeSync),None,4.040.000đ,https://lh3.googleusercontent.com/ZQX3Y1qX0FZitBIGvFX8ewVaEmeCvyEmf5vbXE8Hk77b4djjv3_zjV2irvZC-S2TnHSba4-9AtN9fkmh=w500-rw
Màn Hình LG 19.5" 20MK400H-B.ATV (1366x768/5ms),2.050.000đ,1.880.000đ,https://lh3.googleusercontent.com/EXx3a4gX4MXUl7ycUvPndrCpMSsWhRgTVd6Ak_eI2bI_SLWLe_Js5M24tuCgsafNjQjUmAXEILDYXQGlb4A=w500-rw
Màn Hình Dell 21.5" E2216HV (1920x1080/TN/60Hz/5ms),None,2.540.000đ,https://lh3.googleusercontent.com/97yZwsEn3AdrUAo8mwRMf6h1gvGYf566uyEBv69z-rsVPKok7cYtHjGoX2KqMawN3ZR3QPX5udpilm6juuk=w500-rw
Màn Hình LG 23.8" 24MP88HV-S (1920x1080/IPS/60Hz/5ms),4.900.000đ,3.890.000đ,https://lh3.googleusercontent.com/cAdFeaJy7yRF8TYPg6IQvrp7QDCUf43fBOlQqTu4zCVOkXqs5E0rtwqFA1fmZX2uPO8eLSIt7rDQaFa-Zmw=w500-rw
Màn Hình Dell 23" S2319H (1920x1080/IPS/60Hz/5ms),3.790.000đ,3.690.000đ,https://lh3.googleusercontent.com/u-C-rr5Dn_ow2enOlUQbRZh0XkllE0_F4xOeyS71zqdzosIZTq8crzx-V59-K7bxQdkP-_NwVWNzvw446FfC=w500-rw
Màn Hình Samsung 23.5" LS24F350FHEXXV (1920x1080/PLS/60Hz/4ms/FreeSync),None,2.989.000đ,https://lh3.googleusercontent.com/arypld9GKpQxudR5oAFB5ir2K-7HXaGcDkqNlp6lOUnihn2FTjRR0Japh_jLhhTYQEFFdcvW4asVPg0F1Uk=w500-rw
Màn Hình Philips 19.5" 203V5LSB2/97 (1600x900/60Hz/5ms),None,1.780.000đ,https://lh3.googleusercontent.com/p72SMfi-5y69IcMBRnyPdiTXB12kfRV2a1WE8XO6a6l2iYs68zBJi01dkC2JRt_TXiO1hitec2inx9DKWw=w500-rw
Màn hình LCD LG 27'' 27MK600M-B(1920 x 1080/IPS/5ms),4.590.000đ,4.490.000đ,https://lh3.googleusercontent.com/_acHIb9WwGmAor89-NxNzxKuT0KfjAdjgXNmzAvOIP8kuhWfpvq5XStFHqxCLr9utYT2XB1h7AH5E2BRZMb4=w500-rw
Màn Hình Dell 21.5" P2219H LED IPS (1920x1080/IPS/60Hz/5ms),3.490.000đ,3.290.000đ,https://lh3.googleusercontent.com/UsVKqxkU074rsRvKaDyD2demgdsykh_oO9bwX043PhgXu1F6ipk3Nczjnrfpjm2dISeVBIxwOAkHNyZqFQ=w500-rw
Màn Hình Philips 23.8" 243V7QDSB/74 (1920x1080/IPS/60Hz/5ms),None,2.830.000đ,https://lh3.googleusercontent.com/LJ1srUjuBVwaDo4dFAELFzYlp84gg4pATAsbgqikXdxfF8hFP5RZJUv6cd0yCf2coQiQtqkW3hTnUhijV9A=w500-rw
Màn hình LCDACER ED273 (1920 x 1080/VA/75Hz/4 ms/FreeSync),4.990.000đ,4.490.000đ,https://lh3.googleusercontent.com/7nGUjP1qukMXaSIg_td2_xTho7F-c5DSsbdwRKh1TCfKRfjSjU_jgHbvxG05_i51TzS62eseF-TnWdcPvBsU=w500-rw
Màn Hình Acer Nitro 27" VG270 (1920x1080/IPS/75Hz/1ms/FreeSync),4.890.000đ,4.490.000đ,https://lh3.googleusercontent.com/qycv0b7zWHPcevtOe0g-fiBTl5YpjeGFkPYa7oQqCybpyLLjxmURtgkWj2QUofjNxhV3XT6cySSNlsqzIR0=w500-rw
